m_seller_2_s2_1090,b2,n_seller_2_s2_1437,m,b1,n,b3,m_seller_2_s2_2109,m_seller_2_s2_4130,m_seller_3_s3_2256,m_seller_5_s5_1523,n_seller_5_s5_1488,m_seller_5_s5_4375,n_seller_4_s4_214,n_seller_4_s4_3028
54.0,60,24.5,179,5,52,34,79.25,50.25,62.125,40.857142857142854,44.666666666666664,65.71428571428571,53.0,51.0
43.666666666666664,32,31.0,60,1,129,67,43.333333333333336,21.166666666666668,30.285714285714285,29.0,39.166666666666664,49.6,59.4,43.8
37.5,76,56.857142857142854,83,46,174,12,46.666666666666664,36.333333333333336,47.0,43.333333333333336,40.5,51.0,45.4,62.0
37.375,74,39.77777777777778,148,6,158,62,42.625,51.125,28.333333333333332,45.714285714285715,32.833333333333336,59.57142857142857,68.66666666666667,61.333333333333336
65.0,7,53.4,115,87,155,61,44.833333333333336,64.5,36.142857142857146,36.25,73.4,38.25,42.5,38.166666666666664
70.0,14,41.0,22,47,146,69,4.0,86.0,60.25,53.333333333333336,75.83333333333333,13.0,57.5,37.375
53.375,70,39.0,81,3,27,35,62.875,64.5,63.0,40.666666666666664,72.66666666666667,68.16666666666667,30.0,94.0
68.0,77,55.333333333333336,2,68,111,89,24.75,80.75,30.428571428571427,24.0,42.0,73.75,45.0,62.0
22.8,17,58.5,5,9,96,51,50.6,26.8,48.0,59.375,46.0,51.0,62.666666666666664,38.833333333333336
50.2,36,58.0,31,89,197,56,44.8,56.0,49.333333333333336,11.0,57.0,29.5,52.2,53.7
43.5,98,49.0,123,18,58,36,38.125,43.25,56.75,46.25,65.0,51.25,30.0,45.75
30.571428571428573,79,23.5,43,67,179,59,23.571428571428573,44.0,57.833333333333336,61.6,41.5,55.8,31.0,51.333333333333336
51.0,74,57.333333333333336,140,10,190,0,36.666666666666664,46.5,42.8,50.0,51.333333333333336,62.714285714285715,75.71428571428571,42.285714285714285
43.2,97,56.0,26,91,193,42,57.4,53.6,50.25,16.333333333333332,48.25,4.333333333333333,15.0,9.5
48.0,75,27.0,48,97,135,27,35.5,52.5,32.666666666666664,31.333333333333332,44.8,51.666666666666664,39.55555555555556,48.0
51.36363636363637,74,57.0,165,32,71,42,60.0,52.0,62.4,56.0,41.0,44.0,51.8,32.8
29.0,9,57.166666666666664,198,88,125,53,48.0,46.666666666666664,46.8,79.2,49.666666666666664,40.6,41.25,53.25
41.333333333333336,26,35.75,133,17,12,34,45.0,45.666666666666664,42.1,30.5,53.5,78.5,42.111111111111114,48.22222222222222
45.0,55,27.5,8,49,98,12,43.4,50.8,53.0,33.0,80.5,40.8,54.0,35.666666666666664
62.142857142857146,74,60.25,184,98,134,98,36.285714285714285,39.714285714285715,31.75,33.4,53.0,53.6,59.2,40.2
40.75,87,31.0,135,17,129,65,36.25,41.0,57.833333333333336,71.33333333333333,39.166666666666664,42.0,59.4,43.8
65.5,53,30.666666666666668,39,52,147,39,42.0,12.5,30.0,59.666666666666664,31.5,21.666666666666668,57.0,59.0
43.4,43,49.0,186,91,132,68,37.8,75.2,25.833333333333332,47.857142857142854,52.666666666666664,64.42857142857143,56.625,58.875
47.0,71,83.25,64,98,93,8,53.4,64.7,47.625,61.75,54.0,47.5,46.833333333333336,80.33333333333333
40.0,48,31.333333333333332,167,33,166,75,66.83333333333333,30.5,54.25,42.166666666666664,52.666666666666664,66.66666666666667,39.333333333333336,31.0
29.0,52,50.333333333333336,198,71,145,84,48.0,46.666666666666664,46.8,79.2,79.0,40.6,53.0,52.4
36.57142857142857,22,47.714285714285715,161,17,78,60,53.42857142857143,47.57142857142857,68.66666666666667,44.75,23.0,26.125,47.833333333333336,63.583333333333336
48.0,28,41.8,48,80,6,18,35.5,52.5,32.666666666666664,31.333333333333332,70.66666666666667,51.666666666666664,54.833333333333336,37.666666666666664
46.75,49,63.4,124,85,184,73,52.75,47.25,77.33333333333333,35.0,26.75,44.857142857142854,33.75,58.75
38.5,64,88.0,160,99,77,8,57.0,70.0,49.0,55.333333333333336,37.333333333333336,45.0,64.0,37.5
60.5,78,38.8,138,39,64,0,62.166666666666664,57.333333333333336,49.666666666666664,26.333333333333332,53.714285714285715,76.66666666666667,45.0,27.8
53.4,74,44.875,92,20,100,81,40.6,57.2,49.0,67.0,44.0,45.25,45.125,36.875
35.833333333333336,41,35.857142857142854,102,11,143,36,53.666666666666664,57.0,50.833333333333336,49.4,66.5,28.0,32.0,36.0
67.8,56,53.666666666666664,24,32,41,77,56.5,48.2,79.0,34.0,46.5,81.0,24.2,51.8
60.5,12,22.6,138,75,165,18,62.166666666666664,57.333333333333336,49.666666666666664,26.333333333333332,42.8,76.66666666666667,62.2,32.4
53.0,30,39.0,107,7,154,52,43.5,63.833333333333336,49.666666666666664,64.5,18.5,55.833333333333336,28.0,36.0
35.0,64,72.85714285714286,57,30,160,7,20.0,48.75,53.25,51.333333333333336,61.285714285714285,56.333333333333336,47.833333333333336,40.5
39.4,8,47.166666666666664,114,91,13,94,56.0,75.6,68.25,42.0,30.2,91.0,62.75,39.5
42.75,13,80.0,89,58,159,45,60.75,53.0,62.0,66.25,22.0,34.25,64.25,62.75
68.0,53,2.0,130,48,149,40,42.5,44.75,47.666666666666664,63.5,40.0,41.0,41.25,66.0
38.5,50,53.666666666666664,160,94,41,79,57.0,70.0,49.0,55.333333333333336,46.5,45.0,24.2,51.8
54.125,96,57.166666666666664,3,60,57,22,39.0,40.5,16.666666666666668,41.5,56.833333333333336,28.75,21.0,75.5
40.0,53,53.833333333333336,40,29,195,85,44.0,54.5,57.0,79.14285714285714,49.8,46.714285714285715,39.0,43.666666666666664
49.25,76,46.857142857142854,82,46,181,31,41.75,60.75,47.0,50.166666666666664,46.0,58.166666666666664,35.833333333333336,35.833333333333336
55.2,4,53.4,118,14,155,74,33.0,47.8,38.5,55.333333333333336,73.4,18.333333333333332,42.5,38.166666666666664
57.8,76,43.875,80,50,121,33,49.4,33.2,31.571428571428573,42.0,21.0,60.166666666666664,47.5,44.0
43.5,78,11.25,100,95,180,16,52.0,70.75,50.333333333333336,36.0,43.333333333333336,59.0,65.0,87.66666666666667
23.833333333333332,64,26.5,149,60,141,15,38.333333333333336,23.5,49.4,46.333333333333336,62.0,39.333333333333336,54.285714285714285,39.0
55.5,78,56.0,150,43,193,74,67.25,65.5,37.0,89.2,48.25,55.4,15.0,9.5
63.0,93,59.333333333333336,93,19,137,35,45.0,35.25,57.333333333333336,66.0,41.2,56.25,48.5,80.25
54.333333333333336,77,49.0,131,55,132,81,71.33333333333333,51.333333333333336,44.75,49.666666666666664,52.666666666666664,56.77777777777778,56.625,58.875
35.833333333333336,94,24.5,102,99,45,63,53.666666666666664,57.0,50.833333333333336,49.4,77.25,28.0,38.9,42.0
48.666666666666664,62,80.33333333333333,9,99,14,80,51.55555555555556,44.77777777777778,48.5,36.0,33.666666666666664,11.5,60.0,82.5
30.5,0,63.8,147,94,136,96,32.5,54.0,61.5,33.4,50.166666666666664,51.0,65.0,43.0
50.666666666666664,8,41.0,188,35,146,8,61.333333333333336,66.33333333333333,61.666666666666664,16.5,75.83333333333333,50.75,57.5,37.375
55.42857142857143,47,51.833333333333336,145,10,73,63,38.142857142857146,38.142857142857146,78.875,37.5,23.333333333333332,92.0,55.0,54.888888888888886
39.333333333333336,79,58.5,37,33,96,6,66.0,21.333333333333332,47.6,55.42857142857143,46.0,54.142857142857146,62.666666666666664,38.833333333333336
42.25,77,41.333333333333336,194,12,199,14,20.75,64.75,43.0,19.0,56.25,61.8,40.25,59.25
55.6,16,41.714285714285715,68,52,83,51,76.2,54.0,25.0,61.4,70.5,43.8,36.36363636363637,32.81818181818182
21.0,42,47.166666666666664,174,62,13,79,50.0,41.666666666666664,17.75,58.125,30.2,49.375,62.75,39.5
45.142857142857146,17,49.0,146,32,58,91,62.285714285714285,38.0,36.0,67.16666666666667,65.0,54.166666666666664,30.0,45.75
49.379657317803215,26,35.75,59,26,12,70,50.266200058525285,49.441438767806545,45.5,58.875,53.5,37.625,42.111111111111114,48.22222222222222
40.857142857142854,96,22.6,119,5,165,23,51.285714285714285,52.285714285714285,51.857142857142854,18.5,42.8,32.833333333333336,62.2,32.4
72.0,89,11.25,110,88,180,91,60.4,72.2,11.0,50.625,43.333333333333336,54.375,65.0,87.66666666666667
53.57142857142857,33,34.0,166,34,21,26,47.285714285714285,72.14285714285714,43.285714285714285,46.42857142857143,59.5,52.57142857142857,50.8,75.8
76.33333333333333,84,46.6,50,76,140,67,23.0,78.0,46.4,21.0,40.285714285714285,39.75,49.0,39.857142857142854
52.625,64,23.5,79,34,179,56,51.125,56.5,39.714285714285715,62.0,41.5,65.2,31.0,51.333333333333336
39.5,27,55.333333333333336,56,87,196,77,48.5,20.0,35.0,46.75,64.5,27.75,55.0,42.8
43.5,28,36.42857142857143,100,57,112,23,52.0,70.75,50.333333333333336,36.0,19.75,59.0,22.5,83.5
40.0,61,49.57142857142857,167,55,86,25,66.83333333333333,30.5,54.25,42.166666666666664,57.25,66.66666666666667,35.25,57.0
53.8,64,59.333333333333336,20,66,137,95,59.6,49.0,32.5,56.42857142857143,41.2,39.42857142857143,48.5,80.25
37.375,86,35.625,148,72,138,67,42.625,51.125,28.333333333333332,45.714285714285715,41.5,59.57142857142857,33.0,29.0
61.2,93,43.0,14,52,31,38,57.0,64.8,48.75,68.5,55.833333333333336,2.0,45.0,63.6
61.2,71,29.0,14,85,148,63,57.0,64.8,48.75,68.5,45.0,2.0,48.333333333333336,66.22222222222223
58.2,22,2.0,104,48,149,73,61.0,27.4,23.75,64.8,40.0,66.4,41.25,66.0
62.857142857142854,65,60.0,36,17,123,84,40.714285714285715,46.57142857142857,39.0,40.714285714285715,62.2,55.857142857142854,46.5,46.333333333333336
53.375,62,28.25,81,20,198,69,62.875,64.5,63.0,40.666666666666664,54.4,68.16666666666667,51.4,56.0
32.2,51,49.25,168,8,29,66,57.8,41.0,39.0,42.25,50.75,73.0,55.333333333333336,49.333333333333336
77.2,14,60.0,61,20,19,33,43.8,49.6,52.2,51.5,40.666666666666664,47.875,39.666666666666664,9.666666666666666
38.5,46,36.57142857142857,160,8,54,58,57.0,70.0,49.0,55.333333333333336,60.833333333333336,45.0,29.166666666666668,56.0
59.4,66,41.666666666666664,15,23,32,31,66.6,54.4,58.8,66.75,42.5,37.25,78.0,59.0
38.44444444444444,18,76.33333333333333,132,26,50,73,74.55555555555556,49.0,40.333333333333336,63.0,52.0,52.6,76.57142857142857,47.0
44.0,28,57.375,199,43,187,12,37.0,52.6,37.0,39.57142857142857,39.285714285714285,34.714285714285715,33.285714285714285,42.857142857142854
41.6,69,63.8,191,52,136,48,43.4,47.2,42.2,45.5,50.166666666666664,11.0,65.0,43.0
32.5,5,58.0,136,46,197,63,69.0,52.75,59.714285714285715,50.5,57.0,25.75,52.2,53.7
46.5,14,41.333333333333336,173,59,199,70,40.0,61.0,49.125,7.0,56.25,5.0,40.25,59.25
54.125,33,72.85714285714286,3,70,160,38,39.0,40.5,16.666666666666668,41.5,61.285714285714285,28.75,47.833333333333336,40.5
30.0,15,34.0,101,6,186,54,47.0,69.0,53.0,73.66666666666667,42.666666666666664,24.666666666666668,72.33333333333333,28.333333333333332
75.0,68,60.0,71,59,123,92,58.5,28.5,42.0,61.5,62.2,66.625,46.5,46.333333333333336
47.75,59,35.8,78,0,130,32,65.75,42.5,62.75,48.0,42.75,45.75,48.0,40.285714285714285
56.5,92,41.44444444444444,195,24,110,54,56.75,61.75,54.0,65.0,49.0,47.333333333333336,71.0,37.0
92.66666666666667,65,53.4,185,83,155,82,54.333333333333336,30.666666666666668,61.0,47.5,73.4,44.333333333333336,42.5,38.166666666666664
57.8,29,67.14285714285714,80,54,139,94,49.4,33.2,31.571428571428573,42.0,24.5,60.166666666666664,51.0,66.6
43.4,94,33.25,186,42,120,50,37.8,75.2,25.833333333333332,47.857142857142854,20.666666666666668,64.42857142857143,67.0,32.666666666666664
79.0,6,36.0,35,57,102,43,79.5,51.5,40.666666666666664,12.25,38.0,55.75,52.0,67.5
49.379657317803215,88,49.0,163,90,59,82,50.266200058525285,49.441438767806545,60.333333333333336,43.5,56.4,11.5,53.25,67.0
73.16666666666667,59,59.0,96,16,99,5,56.333333333333336,74.0,35.333333333333336,53.666666666666664,62.3,49.666666666666664,34.75,49.75
38.44444444444444,7,62.6,132,83,133,98,74.55555555555556,49.0,40.333333333333336,63.0,58.333333333333336,52.6,44.77777777777778,42.77777777777778
60.5,81,68.0,138,23,22,28,62.166666666666664,57.333333333333336,49.666666666666664,26.333333333333332,52.0,76.66666666666667,35.0,12.0
47.75,46,51.4,78,47,114,2,65.75,42.5,62.75,48.0,73.5,45.75,61.8,42.8
59.142857142857146,89,56.0,170,34,193,68,48.285714285714285,38.714285714285715,32.666666666666664,43.0,48.25,53.5,15.0,9.5
92.66666666666667,10,36.125,185,19,5,76,54.333333333333336,30.666666666666668,61.0,47.5,54.125,44.333333333333336,59.75,85.5
63.2,65,53.42857142857143,192,97,56,87,66.0,61.6,38.5,39.714285714285715,53.142857142857146,28.857142857142858,51.0,34.333333333333336
15.0,28,67.5,141,32,164,57,94.0,12.0,40.0,40.4,40.375,44.0,45.25,45.75
65.83333333333333,51,43.25,42,79,53,13,45.166666666666664,64.83333333333333,42.714285714285715,25.4,44.6,38.6,50.5,50.75
37.375,82,41.8,148,76,6,1,42.625,51.125,28.333333333333332,45.714285714285715,70.66666666666667,59.57142857142857,54.833333333333336,37.666666666666664
50.666666666666664,38,40.857142857142854,188,77,191,13,61.333333333333336,66.33333333333333,61.666666666666664,16.5,48.0,50.75,62.5,69.5
46.75,7,47.166666666666664,124,23,13,39,52.75,47.25,77.33333333333333,35.0,30.2,44.857142857142854,62.75,39.5
65.83333333333333,3,67.5,42,29,164,99,45.166666666666664,64.83333333333333,42.714285714285715,25.4,40.375,38.6,45.25,45.75
65.5,53,31.2,180,47,105,3,59.0,48.75,50.5,62.833333333333336,22.5,69.16666666666667,57.0,76.5
73.66666666666667,92,39.0,67,53,154,96,50.333333333333336,18.333333333333332,66.83333333333333,34.6,18.5,29.8,28.0,36.0
52.625,4,51.4,79,75,114,9,51.125,56.5,39.714285714285715,62.0,73.5,65.2,61.8,42.8
43.8,16,24.5,86,68,52,51,58.8,52.2,54.0,39.5,44.666666666666664,59.833333333333336,53.0,51.0
39.5,85,66.375,56,85,122,96,48.5,20.0,35.0,46.75,32.333333333333336,27.75,56.5,62.333333333333336
35.0,85,45.7,57,94,119,11,20.0,48.75,53.25,51.333333333333336,46.0,56.333333333333336,43.5,61.833333333333336
9.0,47,59.0,49,73,131,65,47.0,71.0,45.833333333333336,22.0,43.333333333333336,55.333333333333336,40.75,53.0
56.5,97,80.33333333333333,34,61,14,92,60.0,29.0,54.0,52.0,33.666666666666664,34.0,60.0,82.5
53.4,6,28.166666666666668,92,89,170,19,40.6,57.2,49.0,67.0,58.666666666666664,45.25,53.875,53.125
38.5,24,11.0,160,60,84,59,57.0,70.0,49.0,55.333333333333336,39.125,45.0,47.625,52.375
69.5,49,59.6,177,35,0,93,47.5,30.25,45.8,24.75,47.25,84.75,50.5,41.0
67.8,4,24.5,24,14,52,13,56.5,48.2,79.0,34.0,44.666666666666664,81.0,53.0,51.0
55.2,7,37.333333333333336,118,97,70,3,33.0,47.8,38.5,55.333333333333336,31.5,18.333333333333332,59.666666666666664,58.666666666666664
53.375,70,24.0,81,24,8,33,62.875,64.5,63.0,40.666666666666664,40.0,68.16666666666667,37.0,33.0
53.8,28,43.0,20,52,31,2,59.6,49.0,32.5,56.42857142857143,55.833333333333336,39.42857142857143,45.0,63.6
30.0,12,39.75,101,98,115,41,47.0,69.0,53.0,73.66666666666667,66.85714285714286,24.666666666666668,35.666666666666664,52.166666666666664
14.333333333333334,14,57.375,51,83,187,38,73.0,68.66666666666667,49.35364109825687,38.5,39.285714285714285,45.25,33.285714285714285,42.857142857142854
48.5,64,71.75,63,75,67,65,61.833333333333336,65.5,46.5,5.5,53.833333333333336,51.0,43.4,41.2
63.714285714285715,77,49.57142857142857,12,73,86,28,67.0,52.57142857142857,34.8,69.2,57.25,46.2,35.25,57.0
46.75,16,61.0,4,17,107,13,61.125,41.25,73.5,39.333333333333336,50.142857142857146,48.666666666666664,51.57142857142857,62.142857142857146
35.833333333333336,41,76.0,102,26,2,3,53.666666666666664,57.0,50.833333333333336,49.4,46.333333333333336,28.0,56.8,71.0
35.0,1,47.5,57,33,38,73,20.0,48.75,53.25,51.333333333333336,44.5,56.333333333333336,58.0,74.25
39.2,60,63.166666666666664,69,72,173,85,63.0,39.8,66.66666666666667,40.666666666666664,38.25,85.0,40.25,38.25
63.2,71,63.333333333333336,192,68,106,7,66.0,61.6,38.5,39.714285714285715,44.0,28.857142857142858,45.666666666666664,50.666666666666664
49.888888888888886,61,56.857142857142854,90,34,174,35,50.111111111111114,51.111111111111114,58.0,85.33333333333333,40.5,12.333333333333334,45.4,62.0
57.25,3,39.75,117,3,115,77,61.25,56.75,35.0,46.333333333333336,66.85714285714286,46.333333333333336,35.666666666666664,52.166666666666664
46.75,26,49.0,108,90,117,79,78.625,35.375,75.25,56.142857142857146,55.55555555555556,39.57142857142857,58.4,59.6
49.0,98,63.166666666666664,88,47,173,19,59.5,46.25,47.875,60.666666666666664,38.25,55.666666666666664,40.25,38.25
67.5,1,61.25,162,56,16,96,49.666666666666664,41.0,74.0,58.81818181818182,55.285714285714285,45.09090909090909,57.8,45.9
57.5,81,43.0,97,2,24,9,50.166666666666664,73.33333333333333,70.33333333333333,43.0,48.0,43.0,66.66666666666667,45.666666666666664
54.333333333333336,88,61.0,131,34,51,98,71.33333333333333,51.333333333333336,44.75,49.666666666666664,39.57142857142857,56.77777777777778,64.33333333333333,51.0
61.0,50,49.0,126,14,132,5,14.0,59.0,77.25,59.0,52.666666666666664,32.4,56.625,58.875
65.0,37,52.166666666666664,115,71,3,77,44.833333333333336,64.5,36.142857142857146,36.25,40.5,38.25,58.5,45.25
45.142857142857146,96,60.0,146,18,19,81,62.285714285714285,38.0,36.0,67.16666666666667,40.666666666666664,54.166666666666664,39.666666666666664,9.666666666666666
42.166666666666664,47,39.5,189,83,188,56,55.833333333333336,34.333333333333336,42.75,31.2,55.666666666666664,39.2,44.0,59.75
37.5,94,24.5,83,35,45,51,46.666666666666664,36.333333333333336,47.0,43.333333333333336,77.25,51.0,38.9,42.0
51.36363636363637,65,45.7,165,6,119,24,60.0,52.0,62.4,56.0,46.0,44.0,43.5,61.833333333333336
29.75,0,30.666666666666668,197,21,147,95,47.5,41.75,49.0,50.833333333333336,31.5,45.0,57.0,59.0
35.833333333333336,93,66.14285714285714,102,81,89,51,53.666666666666664,57.0,50.833333333333336,49.4,21.75,28.0,29.5,49.5
61.0,70,44.875,126,4,100,23,14.0,59.0,77.25,59.0,44.0,32.4,45.125,36.875
40.76923076923077,6,61.333333333333336,137,49,92,63,42.38461538461539,49.38461538461539,65.0,85.33333333333333,30.0,51.333333333333336,58.0,52.25
54.857142857142854,92,40.857142857142854,72,86,191,0,42.0,60.57142857142857,68.125,74.5,48.0,54.25,62.5,69.5
42.8,1,42.8,183,88,48,36,53.8,42.4,42.5,43.0,47.44444444444444,42.857142857142854,37.5,68.75
37.0,14,36.0,91,63,102,32,54.5,48.0,57.5,41.0,38.0,54.0,52.0,67.5
38.8,12,63.166666666666664,32,25,173,8,20.6,61.6,70.83333333333333,51.42857142857143,38.25,64.42857142857143,40.25,38.25
58.5,96,58.25,164,60,144,80,47.75,39.0,38.833333333333336,46.333333333333336,76.16666666666667,32.666666666666664,63.5,62.75
49.379657317803215,53,49.166666666666664,59,37,175,31,50.266200058525285,49.441438767806545,45.5,58.875,37.0,37.625,45.0,28.0
84.0,19,65.57142857142857,29,38,156,18,78.0,62.0,45.333333333333336,60.09090909090909,64.0,62.27272727272727,38.0,52.0
53.0,63,46.857142857142854,107,9,181,57,43.5,63.833333333333336,49.666666666666664,64.5,46.0,55.833333333333336,35.833333333333336,35.833333333333336
48.5,10,43.0,63,73,31,8,61.833333333333336,65.5,46.5,5.5,55.833333333333336,51.0,45.0,63.6
29.0,84,36.57142857142857,198,2,54,39,48.0,46.666666666666664,46.8,79.2,60.833333333333336,40.6,29.166666666666668,56.0
46.6,80,2.0,27,24,149,1,48.1,38.6,55.714285714285715,57.857142857142854,40.0,48.142857142857146,41.25,66.0
30.5,50,60.0,147,63,123,8,32.5,54.0,61.5,33.4,62.2,51.0,46.5,46.333333333333336
69.5,21,49.0,177,6,132,44,47.5,30.25,45.8,24.75,52.666666666666664,84.75,56.625,58.875
56.5,67,37.2,34,14,124,18,60.0,29.0,54.0,52.0,66.0,34.0,46.0,54.875
69.0,47,49.0,38,96,59,90,52.0,79.0,52.2,56.833333333333336,56.4,52.166666666666664,53.25,67.0
48.25,53,24.5,171,32,52,24,49.0,51.5,31.0,37.0,44.666666666666664,65.0,53.0,51.0
21.8,99,49.0,47,44,132,27,54.6,38.2,54.0,30.714285714285715,52.666666666666664,60.42857142857143,56.625,58.875
40.75,63,26.5,135,41,141,29,36.25,41.0,57.833333333333336,71.33333333333333,62.0,42.0,54.285714285714285,39.0
69.375,42,36.0,116,62,102,98,47.5,42.5,39.75,65.0,38.0,38.333333333333336,52.0,67.5
62.857142857142854,54,58.5,36,49,182,6,40.714285714285715,46.57142857142857,39.0,40.714285714285715,48.142857142857146,55.857142857142854,60.625,40.0
76.0,83,53.2,17,70,163,20,74.0,82.0,64.0,35.5,42.25,40.5,33.5,58.25
53.833333333333336,25,63.8,52,11,136,74,34.5,49.5,63.75,40.25,50.166666666666664,57.25,65.0,43.0
36.57142857142857,74,53.833333333333336,161,85,195,67,53.42857142857143,47.57142857142857,68.66666666666667,44.75,49.8,26.125,39.0,43.666666666666664
61.2,97,39.0,14,1,154,54,57.0,64.8,48.75,68.5,18.5,2.0,28.0,36.0
69.5,46,60.0,177,62,19,29,47.5,30.25,45.8,24.75,40.666666666666664,84.75,39.666666666666664,9.666666666666666
47.1,42,52.666666666666664,128,25,167,47,67.8,41.1,58.333333333333336,38.0,49.0,61.0,39.5,57.25
92.66666666666667,11,44.8,185,97,23,25,54.333333333333336,30.666666666666668,61.0,47.5,49.5,44.333333333333336,61.0,51.8
57.5,93,39.0,97,86,82,74,50.166666666666664,73.33333333333333,70.33333333333333,43.0,52.0,43.0,60.333333333333336,52.833333333333336
35.8,84,35.8,18,30,130,42,37.6,32.4,64.5,28.285714285714285,42.75,56.57142857142857,48.0,40.285714285714285
37.5,67,57.714285714285715,83,79,194,34,46.666666666666664,36.333333333333336,47.0,43.333333333333336,38.166666666666664,51.0,66.66666666666667,66.33333333333333
58.2,52,32.0,104,69,49,85,61.0,27.4,23.75,64.8,31.0,66.4,16.0,42.333333333333336
45.0,18,57.166666666666664,8,71,125,37,43.4,50.8,53.0,33.0,49.666666666666664,40.8,41.25,53.25
41.333333333333336,57,39.75,133,3,65,22,45.0,45.666666666666664,42.1,30.5,44.4,78.5,40.0,30.6
38.5,24,70.0,160,73,46,72,57.0,70.0,49.0,55.333333333333336,49.0,45.0,53.6,48.6
31.2,61,37.2,187,90,124,79,42.0,44.2,54.111111111111114,49.8,66.0,44.5,46.0,54.875
42.25,96,80.0,194,81,159,38,20.75,64.75,43.0,19.0,22.0,61.8,64.25,62.75
40.75,82,49.0,135,59,59,6,36.25,41.0,57.833333333333336,71.33333333333333,56.4,42.0,53.25,67.0
21.0,73,57.0,174,7,71,44,50.0,41.666666666666664,17.75,58.125,41.0,49.375,51.8,32.8
34.5,15,41.666666666666664,139,51,32,0,52.0,63.0,67.2,52.857142857142854,42.5,40.0,78.0,59.0
65.5,84,76.0,180,12,2,97,59.0,48.75,50.5,62.833333333333336,46.333333333333336,69.16666666666667,56.8,71.0
44.0,55,47.166666666666664,199,89,13,49,37.0,52.6,37.0,39.57142857142857,30.2,34.714285714285715,62.75,39.5
36.6,44,48.77777777777778,153,83,104,66,65.2,57.0,37.111111111111114,82.0,27.2,4.0,66.0,56.4
49.379657317803215,39,66.4,59,19,116,68,50.266200058525285,49.441438767806545,45.5,58.875,50.166666666666664,37.625,44.5,38.5
39.2,82,39.0,69,49,82,52,63.0,39.8,66.66666666666667,40.666666666666664,52.0,85.0,60.333333333333336,52.833333333333336
43.8,53,61.75,86,17,62,0,58.8,52.2,54.0,39.5,44.0,59.833333333333336,50.111111111111114,41.0
45.833333333333336,33,50.333333333333336,6,88,145,39,57.0,64.5,46.5,52.142857142857146,79.0,41.42857142857143,53.0,52.4
33.25,2,61.333333333333336,75,10,92,77,40.0,69.0,39.2,46.142857142857146,30.0,35.714285714285715,58.0,52.25
67.8,32,48.77777777777778,24,9,104,22,56.5,48.2,79.0,34.0,27.2,81.0,66.0,56.4
47.25,78,41.8,105,50,6,83,48.0,22.5,33.0,44.55555555555556,70.66666666666667,57.888888888888886,54.833333333333336,37.666666666666664
43.666666666666664,10,59.5,60,40,36,48,43.333333333333336,21.166666666666668,30.285714285714285,29.0,75.5,49.6,38.44444444444444,51.888888888888886
49.888888888888886,46,60.25,90,44,134,31,50.111111111111114,51.111111111111114,58.0,85.33333333333333,53.0,12.333333333333334,59.2,40.2
52.625,0,23.5,79,84,179,81,51.125,56.5,39.714285714285715,62.0,41.5,65.2,31.0,51.333333333333336
14.333333333333334,67,61.0,51,98,107,66,73.0,68.66666666666667,49.35364109825687,38.5,50.142857142857146,45.25,51.57142857142857,62.142857142857146
62.0,22,48.75,158,82,72,83,63.55555555555556,45.55555555555556,48.77777777777778,59.8,84.6,67.8,40.0,82.0
63.714285714285715,67,56.857142857142854,12,15,174,36,67.0,52.57142857142857,34.8,69.2,40.5,46.2,45.4,62.0
77.2,30,49.57142857142857,61,60,86,41,43.8,49.6,52.2,51.5,57.25,47.875,35.25,57.0
73.25,39,43.0,84,88,31,73,43.0,49.5,57.2,36.8,55.833333333333336,50.0,45.0,63.6
54.0,56,22.0,179,46,87,66,79.25,50.25,62.125,40.857142857142854,58.4,65.71428571428571,67.0,75.0
36.666666666666664,37,31.0,125,20,81,60,33.333333333333336,36.0,43.0,41.5,47.666666666666664,36.25,43.5,37.5
70.0,5,28.166666666666668,22,14,170,37,4.0,86.0,60.25,53.333333333333336,58.666666666666664,13.0,53.875,53.125
40.76923076923077,36,36.0,137,2,102,35,42.38461538461539,49.38461538461539,65.0,85.33333333333333,38.0,51.333333333333336,52.0,67.5
46.6,41,59.333333333333336,27,54,137,85,48.1,38.6,55.714285714285715,57.857142857142854,41.2,48.142857142857146,48.5,80.25
31.333333333333332,80,36.57142857142857,94,8,54,9,38.333333333333336,62.666666666666664,56.75,72.5,60.833333333333336,84.5,29.166666666666668,56.0
79.0,62,44.8,35,37,23,76,79.5,51.5,40.666666666666664,12.25,49.5,55.75,61.0,51.8
64.33333333333333,43,28.166666666666668,112,31,170,28,65.33333333333333,49.833333333333336,54.0,80.5,58.666666666666664,8.5,53.875,53.125
60.57142857142857,10,54.0,196,83,171,81,72.42857142857143,53.57142857142857,49.35364109825687,49.888888888888886,46.142857142857146,54.333333333333336,45.25,28.25
34.75,32,76.0,103,9,2,37,52.0,61.0,76.66666666666667,51.75,46.333333333333336,26.75,56.8,71.0
46.75,40,58.5,124,17,182,42,52.75,47.25,77.33333333333333,35.0,48.142857142857146,44.857142857142854,60.625,40.0
53.0,62,60.5,10,54,88,29,47.0,33.2,41.5,52.0,65.6,44.333333333333336,33.5,94.5
36.666666666666664,34,76.33333333333333,125,54,50,40,33.333333333333336,36.0,43.0,41.5,52.0,36.25,76.57142857142857,47.0
46.75,37,41.666666666666664,4,83,32,60,61.125,41.25,73.5,39.333333333333336,42.5,48.666666666666664,78.0,59.0
64.33333333333333,35,28.25,112,60,198,10,65.33333333333333,49.833333333333336,54.0,80.5,54.4,8.5,51.4,56.0
